Purchase Order ID,Dept  Code,Dept Name,Vendor Number,Vendor Name,Commodity Title,Post Date,Total,Vendor Zip
DPUH10003043,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"FURNITURE-CHAIR/STOOL;OFFICE,INCLUDING REPLACEMENT",06/08/2010 07:00:00 AM +0000,$995.90,94132
DPUH10003042,HHP,HETCH HETCHY WATER/POWER,53221,MIKES MOWERS,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",06/07/2010 07:00:00 AM +0000,$557.43,95370
DPUH10003041,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"ELECTRICAL MATERIALS, SUPPLIES & FIXTURES",06/07/2010 07:00:00 AM +0000,$797.04,95354
DPUH10003040,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,HVAC;AIR CONDITION UNIT;PORTABLE&WINDOW UNITS,06/14/2010 07:00:00 AM +0000,$303.10,94132
DPUH10003036,HHP,HETCH HETCHY WATER/POWER,66745,S & S SUPPLIES & SOLUTIONS,"PPE;GLASSES/GOGGLES ...,SAFETY",06/08/2010 07:00:00 AM +0000,$1082.50,94553
DPUH10003035,HHP,HETCH HETCHY WATER/POWER,58091,SIERRA MOTORS,"AUTOMOTIVE ELECTRICAL SYS, EQPT, PARTS, MATLS & SU",06/14/2010 07:00:00 AM +0000,$346.27,95327
DPUH10003034,HHP,HETCH HETCHY WATER/POWER,19933,WILCO SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/08/2010 07:00:00 AM +0000,$35.66,946090000
DPUH10003033,HHP,HETCH HETCHY WATER/POWER,53221,MIKES MOWERS,"POWERED TOOLS,  EQUIPMENT & PARTS, HORTICULTURAL",06/07/2010 07:00:00 AM +0000,$3248.03,95370
DPUH10003032,HHP,HETCH HETCHY WATER/POWER,8176,GENERAL PLUMBING SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/07/2010 07:00:00 AM +0000,$549.69,953703304
DPUH10003031,HHP,HETCH HETCHY WATER/POWER,60878,TIDY TECH,"JANITORIAL DISPENSERS, PAPER TOWEL, SOAP, TOILET P",06/08/2010 07:00:00 AM +0000,$36.81,95370
DPUH10003030,HHP,HETCH HETCHY WATER/POWER,74459,WELLS TECHNOLOGY INC,"PUMPS & COMPRESSORS, EQPT, PARTS, MATLS/SUPPL, INC",06/10/2010 07:00:00 AM +0000,$552.06,55987
DPUH10003029,HHP,HETCH HETCHY WATER/POWER,14042,PACIFIC BOLT COMPANY INC.,"HARDWARE;FASTENER,BOLT/NUT/SCREW/WASHER",06/08/2010 07:00:00 AM +0000,$269.90,945770000
DPUH10003028,HHP,HETCH HETCHY WATER/POWER,14383,P K SAFETY SUPPLY,PPE (PERSONAL PROTECTION EQPT/SUPPL) .............,06/07/2010 07:00:00 AM +0000,$1023.61,94501
DPUH10003027,HHP,HETCH HETCHY WATER/POWER,47298,WRIGHTS TIRE SERVICE,"AUTOMOTIVE WHEELS; TIRES, TUBES, RIMS, SUPPLIES &",06/07/2010 07:00:00 AM +0000,$1363.29,95370
DPUH10003026,HHP,HETCH HETCHY WATER/POWER,66417,DIPIETRO & ASSOCIATES INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/07/2010 07:00:00 AM +0000,$4172.94,95949
DPUH10003025,HHP,HETCH HETCHY WATER/POWER,60878,TIDY TECH,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",06/08/2010 07:00:00 AM +0000,$55.64,95370
DPUH10003022,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"GLOVES, WORK",06/08/2010 07:00:00 AM +0000,$258.45,95354
DPUH10003021,HHP,HETCH HETCHY WATER/POWER,2173,ANDYS HOME CENTER,"IRRIGATION SYS, EQPT, PARTS & SUPPL",06/08/2010 07:00:00 AM +0000,$363.99,953705295
DPUH10003020,HHP,HETCH HETCHY WATER/POWER,16492,SARTOR-QUALITY SAW WORKS,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",06/08/2010 07:00:00 AM +0000,$259.06,941241323
DPUH10003019,HHP,HETCH HETCHY WATER/POWER,3646,E B BRADLEY CO,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/08/2010 07:00:00 AM +0000,$201.78,911853520
DPUH10003017,HHP,HETCH HETCHY WATER/POWER,6596,DOBLE ENGINEERING CO,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/04/2010 07:00:00 AM +0000,$1235.00,641843730
DPUH10003016,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,LINOLEUM & VINYL FLOOR MATLS; TILES & ROLLED SHEET,06/04/2010 07:00:00 AM +0000,$2031.69,95354
DPUH10003002,HHP,HETCH HETCHY WATER/POWER,6596,DOBLE ENGINEERING CO,MAINT/REPAIR;ENGINEERING&SCIENTIFIC EQPT/INST,06/04/2010 07:00:00 AM +0000,$1700.00,641843730
DPUH10003000,HHP,HETCH HETCHY WATER/POWER,15491,GEORGE REED INC,AGGREGATE /FILL/GRAVEL/SAND/ROCK...; STREET & SEWE,06/07/2010 07:00:00 AM +0000,$180.24,953700548
DPUH10002999,HHP,HETCH HETCHY WATER/POWER,74423,KELLY-MOORE PAINT CO INC,"PAINTS, PRIMERS, STAINS, VARNISHES, THINNERS",06/07/2010 07:00:00 AM +0000,$274.41,95687
DPUH10002997,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",06/08/2010 07:00:00 AM +0000,$394.10,600380001
DPUH10002996,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,MISCELLANOUS PLUMBING SUPPLIES,06/07/2010 07:00:00 AM +0000,$261.75,95354
DPUH10002995,HHP,HETCH HETCHY WATER/POWER,14042,PACIFIC BOLT COMPANY INC.,"HARDWARE;FASTENER,BOLT/NUT/SCREW/WASHER",06/02/2010 07:00:00 AM +0000,$18.20,945770000
DPUH10002994,HHP,HETCH HETCHY WATER/POWER,26806,NOVALYNX CORP,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/04/2010 07:00:00 AM +0000,$1156.56,959450000
DPUH10002992,HHP,HETCH HETCHY WATER/POWER,2173,ANDYS HOME CENTER,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",06/07/2010 07:00:00 AM +0000,$94.60,953705295
DPUH10002988,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,SAFETY; EQPT/PARTS/MATLS/SUPPL,06/04/2010 07:00:00 AM +0000,$841.75,600380001
DPUH10002987,HHP,HETCH HETCHY WATER/POWER,14042,PACIFIC BOLT COMPANY INC.,"PAINTING TOOLS, EQPT, MACHINERY, ACCESS & SUPPL, .",06/06/2010 07:00:00 AM +0000,$85.57,945770000
DPUH10002986,HHP,HETCH HETCHY WATER/POWER,3885,C H BULL CO,CHARGE;DELIVERY/FREIGHT/SHIPPING,06/01/2010 07:00:00 AM +0000,$45.97,94080
DPUH10002985,HHP,HETCH HETCHY WATER/POWER,8694,GROENIGER & COMPANY,PPF;IRON/STEEL PIPE & PIPE FITTINGS,06/06/2010 07:00:00 AM +0000,$616.25,945403629
DPUH10002984,HHP,HETCH HETCHY WATER/POWER,27483,HAIDLEN FORD,"AUTOMOTIVE AXLES, STEERING & SUSPENSION EQPT, PART",06/01/2010 07:00:00 AM +0000,$285.98,953610000
DPUH10002982,HHP,HETCH HETCHY WATER/POWER,15389,RAYCO INDUSTRIAL SUPPLY,"PLUMBER'S TOOLS, EQPT, MACHINERY & ACCESS",06/01/2010 07:00:00 AM +0000,$111.30,953510000
DPUH10002981,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"AUTOMOTIVE FILTERS; AIR, FUEL, OIL, ..............",06/01/2010 07:00:00 AM +0000,$386.45,94132
DPUH10002980,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,HEALTH/SAFETY;DETECTING/TESTING EQPT/MATLS/SUPPL,06/03/2010 07:00:00 AM +0000,$687.50,95354
DPUH10002979,HHP,HETCH HETCHY WATER/POWER,27483,HAIDLEN FORD,"AUTOMOTIVE DRIVE TRAIN SYS, EQPT, PARTS, MATLS & S",06/08/2010 07:00:00 AM +0000,$349.78,953610000
DPUH10002978,HHP,HETCH HETCHY WATER/POWER,49917,UNITED RENTALS,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/28/2010 07:00:00 AM +0000,$2283.97,752846394
DPUH10002977,HHP,HETCH HETCHY WATER/POWER,14042,PACIFIC BOLT COMPANY INC.,"HARDWARE;FASTENER,BOLT/NUT/SCREW/WASHER",06/01/2010 07:00:00 AM +0000,$46.93,945770000
DPUH10002974,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"PLUMBER'S TOOLS, EQPT, MACHINERY & ACCESS",05/28/2010 07:00:00 AM +0000,$585.42,95354
DPUH10002973,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"AUTOMOTIVE AXLES, STEERING & SUSPENSION EQPT, PART",06/01/2010 07:00:00 AM +0000,$164.54,94132
DPUH10002972,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/28/2010 07:00:00 AM +0000,$738.79,94132
DPUH10002971,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"ELECTRICAL MATERIALS, SUPPLIES & FIXTURES",05/28/2010 07:00:00 AM +0000,$884.40,94132
DPUH10002967,HHP,HETCH HETCHY WATER/POWER,9730,INDUSTRIAL SAFETY SUPPLY CORP,"PRINTING/LAMINATING; PLASTIC, VINYL & ALUMINUM PLA",06/01/2010 07:00:00 AM +0000,$154.26,94608
DPUH10002966,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"PIPES & FITTINGS, COPPER, BRASS & BRONZE; PLUMBING",06/01/2010 07:00:00 AM +0000,$100.67,94132
DPUH10002965,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"ENGINEERING & SCIENTIFIC EQPT, INST, PARTS, SUPPL,",06/02/2010 07:00:00 AM +0000,$5395.99,95354
DPUH10002964,HHP,HETCH HETCHY WATER/POWER,75573,EYASCO INC,"ENGINEERING & SCIENTIFIC EQPT, INST, PARTS, SUPPL,",06/04/2010 07:00:00 AM +0000,$9928.54,95003
DPUH10002963,HHP,HETCH HETCHY WATER/POWER,53221,MIKES MOWERS,"AUTOMOTIVE ENGINES, EQPT, PARTS, MATLS & SUPPL; DI",06/01/2010 07:00:00 AM +0000,$66.42,95370
DPUH10002961,HHP,HETCH HETCHY WATER/POWER,27478,GIVE SOMETHING BACK LLC,FURNITURE- OFFICE;BOOKCASE/CHAIR/DESK/FILE CABINET,06/01/2010 07:00:00 AM +0000,$466.88,90189
DPUH10002960,HHP,HETCH HETCHY WATER/POWER,74423,KELLY-MOORE PAINT CO INC,MISCELLANEOUS BUILDING & CONSTRUCTION MATLS & SUPP,06/02/2010 07:00:00 AM +0000,$17.50,95687
DPUH10002957,HHP,HETCH HETCHY WATER/POWER,39843,VALLEY RUBBER & GASKET,"AUTOMOTIVE MISC ITEMS; BLADES, HOSES, LINES, FITTI",06/01/2010 07:00:00 AM +0000,$284.80,95215
DPUH10002956,HHP,HETCH HETCHY WATER/POWER,16903,SHEEDY DRAYAGE CO,MAINT/REPAIR;ELECTRICAL/ELECTRO-MECHANICAL/ELECTRO,05/27/2010 07:00:00 AM +0000,$2840.00,941073518
DPUH10002955,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"ENGINEERING & SCIENTIFIC EQPT, INST, PARTS, SUPPL,",06/04/2010 07:00:00 AM +0000,$6635.73,95354
DPUH10002953,HHP,HETCH HETCHY WATER/POWER,60878,TIDY TECH,FOOD;BEVERAGE: COFFEE/JUICE/SODA ...,06/01/2010 07:00:00 AM +0000,$244.50,95370
DPUH10002952,HHP,HETCH HETCHY WATER/POWER,74459,WELLS TECHNOLOGY INC,"ELECTRICAL MATERIALS, SUPPLIES & FIXTURES",05/28/2010 07:00:00 AM +0000,$871.95,55987
DPUH10002950,HHP,HETCH HETCHY WATER/POWER,27478,GIVE SOMETHING BACK LLC,"CLOCKS, TIMERS, WATCHES, JEWELER'S TOOLS & SUPPL",06/01/2010 07:00:00 AM +0000,$28.13,90189
DPUH10002949,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"FURNITURE, INSTITUTIONAL;DORMITORY/GYM/FOOD SVC/HO",05/28/2010 07:00:00 AM +0000,$1265.61,95354
DPUH10002948,HHP,HETCH HETCHY WATER/POWER,74372,MEASUREMENT CONTROL SYSTEMS,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/28/2010 07:00:00 AM +0000,$1406.27,92705
DPUH10002946,HHP,HETCH HETCHY WATER/POWER,48392,TUOLUMNE MARKET,FOOD;GROCERIES:CANNED/DRY GOODS/STAPLES/DIET KITS,05/28/2010 07:00:00 AM +0000,$812.01,95379
DPUH10002945,HHP,HETCH HETCHY WATER/POWER,60878,TIDY TECH,"JANITORAL CHEMICALS & CHEM PRDTS; CLEANERS, DISINF",05/28/2010 07:00:00 AM +0000,$1424.57,95370
DPUH10002944,HHP,HETCH HETCHY WATER/POWER,8694,GROENIGER & COMPANY,PPF;IRON/STEEL PIPE & PIPE FITTINGS,06/22/2010 07:00:00 AM +0000,$4968.38,945403629
DPUH10002943,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"WOOD & PREFABRICATED WOOD PRDTS; LUMBER, PLYWOOD,",06/02/2010 07:00:00 AM +0000,$1788.42,95354
DPUH10002941,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/26/2010 07:00:00 AM +0000,$1456.85,600380001
DPUH10002940,HHP,HETCH HETCHY WATER/POWER,27478,GIVE SOMETHING BACK LLC,FOOD SVC;APPLIANCE/EQPT/PART:REFRIGERATION/COOKING,06/01/2010 07:00:00 AM +0000,$146.13,90189
DPUH10002938,HHP,HETCH HETCHY WATER/POWER,3646,E B BRADLEY CO,"AUTOMOTIVE/INDUSTRIAL LUBRICANT/FLUID, ...........",06/06/2010 07:00:00 AM +0000,$791.91,911853520
DPUH10002935,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"WATER TREATMENT SYS, EQPT, PARTS, MATLS & SUPPL",05/28/2010 07:00:00 AM +0000,$303.10,94132
DPUH10002934,HHP,HETCH HETCHY WATER/POWER,27478,GIVE SOMETHING BACK LLC,FAX MACHINE,06/01/2010 07:00:00 AM +0000,$248.96,90189
DPUH10002933,HHP,HETCH HETCHY WATER/POWER,91168,MOORE BROS. SCAVENGER CO.,SVC;REFUSE COLLECTION & RECYCLING,06/06/2010 07:00:00 AM +0000,$950.00,953050000
DPUH10002932,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,"PLUMBER'S TOOLS, EQPT, MACHINERY & ACCESS",05/28/2010 07:00:00 AM +0000,$72.32,600380001
DPUH10002930,HHP,HETCH HETCHY WATER/POWER,74423,KELLY-MOORE PAINT CO INC,"PAINTS, PRIMERS, STAINS, VARNISHES, THINNERS",06/06/2010 07:00:00 AM +0000,$181.96,95687
DPUH10002929,HHP,HETCH HETCHY WATER/POWER,42748,MODESTO WELDING PRODUCTS INC,"METAL WORKING TOOLS, EQPT, ACCESS & SUPPLIES; WELD",05/28/2010 07:00:00 AM +0000,$101.49,95351
DPUH10002927,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,"GLOVES, WORK",05/28/2010 07:00:00 AM +0000,$786.78,600380001
DPUH10002926,HHP,HETCH HETCHY WATER/POWER,74423,KELLY-MOORE PAINT CO INC,"PAINTING TOOLS, EQPT, MACHINERY, ACCESS & SUPPL, .",05/28/2010 07:00:00 AM +0000,$17.00,95687
DPUH10002924,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,RESTRICTED ACCESS/ENTRY SECURITY SYS/EQPT/PARTS/AC,05/26/2010 07:00:00 AM +0000,$1907.02,600380001
DPUH10002923,HHP,HETCH HETCHY WATER/POWER,14042,PACIFIC BOLT COMPANY INC.,"HARDWARE;FASTENER,BOLT/NUT/SCREW/WASHER",05/28/2010 07:00:00 AM +0000,$201.58,945770000
DPUH10002920,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"ENGINEERING & SCIENTIFIC EQPT, INST, PARTS, SUPPL,",05/24/2010 07:00:00 AM +0000,$3605.21,95354
DPUH10002919,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/24/2010 07:00:00 AM +0000,$156.85,600380001
DPUH10002918,HHP,HETCH HETCHY WATER/POWER,8694,GROENIGER & COMPANY,PPF;IRON/STEEL PIPE & PIPE FITTINGS,06/02/2010 07:00:00 AM +0000,$4363.66,945403629
DPUH10002917,HHP,HETCH HETCHY WATER/POWER,27483,HAIDLEN FORD,"AUTOMOTIVE BRAKE SYS, EQPT, PARTS, MATLS & SUPPL",05/24/2010 07:00:00 AM +0000,$102.14,953610000
DPUH10002916,HHP,HETCH HETCHY WATER/POWER,15389,RAYCO INDUSTRIAL SUPPLY,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/24/2010 07:00:00 AM +0000,$2077.90,953510000
DPUH10002915,HHP,HETCH HETCHY WATER/POWER,8549,GRAINGER,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/24/2010 07:00:00 AM +0000,$723.63,600380001
DPUH10002914,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/24/2010 07:00:00 AM +0000,$325.83,94132
DPUH10002913,HHP,HETCH HETCHY WATER/POWER,52767,BATTERY SYSTEMS INC,"BATTERIES/CHARGERS, DRY/WET CELLS",05/24/2010 07:00:00 AM +0000,$536.97,94124
DPUH10002912,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,SAFETY; EQPT/PARTS/MATLS/SUPPL,05/24/2010 07:00:00 AM +0000,$811.88,94132
DPUH10002911,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"IRON & STEEL; ANGLE, BAR, PLATE, ROD, SHEET, STRUC",05/21/2010 07:00:00 AM +0000,$1527.08,95354
DPUH10002910,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"AUTOMOTIVE MISC ITEMS; BLADES, HOSES, LINES, FITTI",05/24/2010 07:00:00 AM +0000,$656.00,94132
DPUH10002909,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"HORTICULTURAL TOOLS, EQPT, MACHINERY, PARTS & SUPP",05/24/2010 07:00:00 AM +0000,$930.95,94132
DPUH10002908,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/24/2010 07:00:00 AM +0000,$1139.89,94132
DPUH10002905,HHP,HETCH HETCHY WATER/POWER,71861,SIERRA HEAVY DUTY PARTS & SERVICE,"AUTOMOTIVE MISC ITEMS; BLADES, HOSES, LINES, FITTI",05/24/2010 07:00:00 AM +0000,$124.01,95370
DPUH10002903,HHP,HETCH HETCHY WATER/POWER,8694,GROENIGER & COMPANY,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/24/2010 07:00:00 AM +0000,$462.33,945403629
DPUH10002902,HHP,HETCH HETCHY WATER/POWER,42748,MODESTO WELDING PRODUCTS INC,FUEL:BUTANE/COMPRESSED NATURAL GAS(CNG)/PROPANE,05/28/2010 07:00:00 AM +0000,$97.32,95351
DPUH10002898,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,MISCELLANEOUS BUILDING & CONSTRUCTION MATLS & SUPP,05/20/2010 07:00:00 AM +0000,$348.56,95354
DPUH10002896,HHP,HETCH HETCHY WATER/POWER,74459,WELLS TECHNOLOGY INC,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/24/2010 07:00:00 AM +0000,$269.74,55987
DPUH10002894,HHP,HETCH HETCHY WATER/POWER,3857,BUCKLES-SMITH ELECTRIC CO,"ELECTRICAL MATERIALS, SUPPLIES & FIXTURES",05/21/2010 07:00:00 AM +0000,$4106.36,951263712
DPUH10002891,HHP,HETCH HETCHY WATER/POWER,26806,NOVALYNX CORP,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/21/2010 07:00:00 AM +0000,$1156.63,959450000
DPUH10002890,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"AUTOMOTIVE DRIVE TRAIN SYS, EQPT, PARTS, MATLS & S",05/24/2010 07:00:00 AM +0000,$322.02,94132
DPUH10002889,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,INSTALL/REPAIR; FLOORING COVERING MATL,05/21/2010 07:00:00 AM +0000,$407.45,95354
DPUH10002888,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,INSTALL/REPAIR; FLOORING COVERING MATL,05/21/2010 07:00:00 AM +0000,$203.73,95354
DPUH10002886,HHP,HETCH HETCHY WATER/POWER,8713,FLUID GAUGE COMPANY,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/26/2010 07:00:00 AM +0000,$3233.74,941881833
DPUH10002884,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"AUTOMOTIVE ELECTRICAL SYS, EQPT, PARTS, MATLS & SU",05/21/2010 07:00:00 AM +0000,$122.33,94132
DPUH10002883,HHP,HETCH HETCHY WATER/POWER,8176,GENERAL PLUMBING SUPPLY,MISCELLANOUS PLUMBING SUPPLIES,05/21/2010 07:00:00 AM +0000,$1334.25,953703304
DPUH10002881,HHP,HETCH HETCHY WATER/POWER,9730,INDUSTRIAL SAFETY SUPPLY CORP,SAFETY; EQPT/PARTS/MATLS/SUPPL,05/28/2010 07:00:00 AM +0000,$294.44,94608
DPUH10002880,HHP,HETCH HETCHY WATER/POWER,14042,PACIFIC BOLT COMPANY INC.,"HARDWARE;FASTENER,BOLT/NUT/SCREW/WASHER",05/20/2010 07:00:00 AM +0000,$40.09,945770000
DPUH10002879,HHP,HETCH HETCHY WATER/POWER,69616,PAPE MACHINERY INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/21/2010 07:00:00 AM +0000,$769.62,972085077
DPUH10002878,HHP,HETCH HETCHY WATER/POWER,28399,OMEGA PACIFIC ELECTRICAL SUPPLY INC,"STREET LIGHT, GOLDEN GATE PARK; POLE, F/ACORN TYPE",05/21/2010 07:00:00 AM +0000,$1281.15,941240000
DPUH10002877,HHP,HETCH HETCHY WATER/POWER,33170,SPECIALTY TECHNICAL PUBLISHERS,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/21/2010 07:00:00 AM +0000,$446.12,V7J1J3
DPUH10002876,HHP,HETCH HETCHY WATER/POWER,37487,THE CHAIR PLACE,"CHAIR, ERGONOMIC",05/21/2010 07:00:00 AM +0000,$2152.77,94107
DPUH10002874,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",05/21/2010 07:00:00 AM +0000,$633.26,94132
DPUH10002872,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/21/2010 07:00:00 AM +0000,$363.61,95354
DPUH10002871,HHP,HETCH HETCHY WATER/POWER,6266,DEBCO AUTOMOTIVE SUPPLY,"AUTOMOTIVE & MARINE BATTERIES/CHARGERS, WET CELL .",05/21/2010 07:00:00 AM +0000,$185.24,953700000
DPUH10002864,HHP,HETCH HETCHY WATER/POWER,13420,NIXON-EGLI EQUIPMENT CO,"AUTOMOTIVE AERIAL LIFT & CRANE EQPT, PARTS & SUPPL",05/20/2010 07:00:00 AM +0000,$5016.82,900517817
DPUH10002861,HHP,HETCH HETCHY WATER/POWER,20456,GENERAL SUPPLY CO OF SONORA,"HORTICULTURAL TOOLS, EQPT, MACHINERY, PARTS & SUPP",05/21/2010 07:00:00 AM +0000,$163.48,953704085
DPUH10002860,HHP,HETCH HETCHY WATER/POWER,60878,TIDY TECH,"JANITORIAL SUPPL, CONSUMABLES; DUSTING, MOPPING, S",05/21/2010 07:00:00 AM +0000,$428.45,95370
DPUH10002859,HHP,HETCH HETCHY WATER/POWER,19933,WILCO SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/18/2010 07:00:00 AM +0000,$243.22,946090000
DPUH10002858,HHP,HETCH HETCHY WATER/POWER,19933,WILCO SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/17/2010 07:00:00 AM +0000,$289.99,946090000
DPUH10002854,HHP,HETCH HETCHY WATER/POWER,15491,GEORGE REED INC,"CONCRETE, CEMENT, MORTAR, GROUT, ..., ADMIXTURE; D",05/17/2010 07:00:00 AM +0000,$500.66,953700548
DPUH10002851,HHP,HETCH HETCHY WATER/POWER,50030,V B GLASS CO INC. DBA/BANKS GLASS,GLASS & GLAZIER'S TOOLS & EQPT; BUILDING & CONSTRU,05/17/2010 07:00:00 AM +0000,$4915.33,95327
DPUH10002849,HHP,HETCH HETCHY WATER/POWER,9730,INDUSTRIAL SAFETY SUPPLY CORP,PPE (PERSONAL PROTECTION EQPT/SUPPL) .............,05/17/2010 07:00:00 AM +0000,$449.25,94608
DPUH10002848,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/21/2010 07:00:00 AM +0000,$1250.00,94132
DPUH10002847,HHP,HETCH HETCHY WATER/POWER,49878,GILMORE SERVICES,MISCELLANOUS PLUMBING SUPPLIES,05/17/2010 07:00:00 AM +0000,$503.36,94132
DPUH10002844,HHP,HETCH HETCHY WATER/POWER,13420,NIXON-EGLI EQUIPMENT CO,"AUTOMOTIVE MISC ITEMS; BLADES, HOSES, LINES, FITTI",05/17/2010 07:00:00 AM +0000,$514.30,900517817
DPUH10002843,HHP,HETCH HETCHY WATER/POWER,45229,POWER PLANT SUPPLY,"ELECTRICAL MATERIALS, SUPPLIES & FIXTURES",05/17/2010 07:00:00 AM +0000,$908.07,95354
DPUH10002841,HHP,HETCH HETCHY WATER/POWER,8064,GARTON TRACTOR INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/20/2010 07:00:00 AM +0000,$553.87,953811849
DPUH10002840,HHP,HETCH HETCHY WATER/POWER,8869,HAMMOND FORD MERCURY,"AUTOMOTIVE ELECTRICAL SYS, EQPT, PARTS, MATLS & SU",05/17/2010 07:00:00 AM +0000,$26.50,953705310
DPUH10002839,HHP,HETCH HETCHY WATER/POWER,15491,GEORGE REED INC,"CONCRETE, CEMENT, MORTAR, GROUT, ..., ADMIXTURE; D",05/17/2010 07:00:00 AM +0000,$233.82,953700548
DPUH10002838,HHP,HETCH HETCHY WATER/POWER,3408,BISHOP CO,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",05/17/2010 07:00:00 AM +0000,$1429.86,906080870
